"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"ANOVA-Like Differential Expression (ALDEx) Analysis for Mixed Population RNA-Seq","Fernandes, Andrew D.; Macklaim, Jean M.; Linn, Thomas G.; Reid, Gregor; Gloor, Gregory B.","","","","PLOS ONE","JUL 2 2013","2013","8","7","","","","","","e67019","10.1371/journal.pone.0067019","","","26","5.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","4","5","10","0"
"Randomized Open-Label Pilot Study of the Influence of Probiotics and the Gut Microbiome on Toxic Metal Levels in Tanzanian Pregnant Women and School Children","Bisanz, Jordan E.; Enos, Megan K.; Mwanga, Joseph R.; Changalucha, John; Burton, Jeremy P.; Gloor, Gregory B.; Reid, Gregor","","","","MBIO","SEP-OCT 2014","2014","5","5","","","","","","e01580-14","10.1128/mBio.01580-14","","","25","6.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","9","9","0"
"A novel transmembrane protein recruits numb to the plasma membrane during asymmetric cell division","Qin, HJ; Percival-Smith, A; Li, CJ; Jia, CYH; Gloor, G; Li, SSC","","","","JOURNAL OF BIOLOGICAL CHEMISTRY","MAR 19 2004","2004","279","12","","","","11304","11312","","10.1074/jbc.M311733200","","","25","1.79","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","3","0","1","3","3","1","4","0","3","1","0","2","0"
"THE BACTERIOPHAGE MU-N-GENE ENCODES THE 64-KDA VIRION PROTEIN WHICH IS INJECTED WITH, AND CIRCULARIZES, INFECTING MU-DNA","GLOOR, G; CHACONAS, G","","","","JOURNAL OF BIOLOGICAL CHEMISTRY","DEC 15 1986","1986","261","35","","","","6682","6688","","","","","24","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","3","0","0","2","2","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","1","1","1","2","0","0","0"
"A Multiplex Human Syndrome Implicates a Key Role for Intestinal Cell Kinase in Development of Central Nervous, Skeletal, and Endocrine Systems","Lahiry, Piya; Wang, Jian; Robinson, John F.; Turowec, Jacob P.; Litchfield, David W.; Lanktree, Matthew B.; Gloor, Gregory B.; Puffenberger, Erik G.; Strauss, Kevin A.; Martens, Mildred B.; Ramsay, David A.; Rupar, C. Anthony; Siu, Victoria; Hegele, Robert A.","","","","AMERICAN JOURNAL OF HUMAN GENETICS","FEB 13 2009","2009","84","2","","","","134","147","","10.1016/j.ajhg.2008.12.017","","","23","2.56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","3","1","2","4","2","2","3","0"
"Human milk microbiota profiles in relation to birthing method, gestation and infant gender","Urbaniak, Camilla; Angelini, Michelle; Gloor, Gregory B.; Reid, Gregor","","","","MICROBIOME","JAN 6 2016","2016","4","","","","","","","","10.1186/s40168-015-0145-y","","","22","11.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","14","1"
"In vivo gap repair in Drosophila: a one way street with many destinations","Lankenau, DH; Gloor, GB","","","","BIOESSAYS","APR 1998","1998","20","4","","","","317","327","","10.1002/(SICI)1521-1878(199804)20:4<317::AID-BIES8>3.0.CO;2-M","","","22","1.10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","3","2","1","0","2","2","1","3","0","0","0","0","0","0","1","0","0"
"Regulation of caspase pathways by protein kinase CK2: identification of proteins with overlapping CK2 and caspase consensus motifs","Turowec, Jacob P.; Duncan, James S.; Gloor, Greg B.; Litchfield, David W.","","","","MOLECULAR AND CELLULAR BIOCHEMISTRY","OCT 2011","2011","356","1-2","","","SI","159","167","","10.1007/s11010-011-0972-5","6th International Conference on Protein Kinase CK2/Symposium of the International Union of Biochemistry and Molecular Biology","SEP 07-10, 2010","20","2.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","3","2","2","6","0"
"Gene conversion in mitotically dividing cells: a view from Drosophila","Gloor, GB; Lankenau, DK","","","","TRENDS IN GENETICS","FEB 1998","1998","14","2","","","","43","46","","10.1016/S0168-9525(97)01365-6","","","20","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","5","1","3","0","5","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"Homology requirements for targeting heterologous sequences during P-induced gap repair in Drosophila melanogaster","Dray, T; Gloor, GB","","","","GENETICS","OCT 1997","1997","147","2","","","","689","699","","","","","20","0.95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","3","2","3","1","1","0","2","1","0","0","1","1","0","0","1","1","0","0","0"
"CHARACTERIZATION OF A METASTABLE, PARTIALLY REPLICATED DIMERIC INTERMEDIATE OF MINUTE VIRUS OF MICE","FAUST, EA; GLOOR, G","","","","JOURNAL OF VIROLOGY","1984","1984","49","2","","","","621","625","","","","","19","0.56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","2","2","4","1","2","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Genome Sequence of Lactobacillus pentosus KCA1: Vaginal Isolate from a Healthy Premenopausal Woman","Anukam, Kingsley C.; Macklaim, Jean M.; Gloor, Gregory B.; Reid, Gregor; Boekhorst, Jos; Renckens, Bernadet; van Hijum, Sacha A. F. T.; Siezen, Roland J.","","","","PLOS ONE","MAR 19 2013","2013","8","3","","","","","","e59239","10.1371/journal.pone.0059239","","","18","3.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","3","6","4","0"
"Effect of chemotherapy on the microbiota and metabolome of human milk, a case report","Urbaniak, Camilla; McMillan, Amy; Angelini, Michelle; Gloor, Gregory B.; Sumarah, Mark; Burton, Jeremy P.; Reid, Gregor","","","","MICROBIOME","JUL 11 2014","2014","2","","","","","","","24","10.1186/2049-2618-2-24","","","17","4.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","5","8","0"
"Analysis of neonatal brain lacking ATRX or MeCP2 reveals changes in nucleosome density, CTCF binding and chromatin looping","Kernohan, Kristin D.; Vernimmen, Douglas; Gloor, Gregory B.; Berube, Nathalie G.","","","","NUCLEIC ACIDS RESEARCH","2014","2014","42","13","","","","8356","U136","","10.1093/nar/gku564","","","17","4.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","7","5","0"
"Persistence of the Oral Probiotic Streptococcus salivarius M18 Is Dose Dependent and Megaplasmid Transfer Can Augment Their Bacteriocin Production and Adhesion Characteristics","Burton, Jeremy P.; Wescombe, Philip A.; Macklaim, Jean M.; Chai, Melissa H. C.; MacDonald, Kyle; Hale, John D. F.; Tagg, John; Reid, Gregor; Gloor, Gregory B.; Cadieux, Peter A.","","","","PLOS ONE","JUN 13 2013","2013","8","6","","","","","","e65991","10.1371/journal.pone.0065991","","","17","3.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","7","3","0"
"Functionally Compensating Coevolving Positions Are Neither Homoplasic Nor Conserved in Clades","Gloor, Gregory B.; Tyagi, Gaurav; Abrassart, Dana M.; Kingston, Andrew J.; Fernandes, Andrew D.; Dunn, Stanley D.; Brandl, Christopher J.","","","","MOLECULAR BIOLOGY AND EVOLUTION","MAY 2010","2010","27","5","","","","1181","1191","","10.1093/molbev/msq004","","","17","2.13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","6","4","1","4","0","0","0"
"ATP(GTP)-DEPENDENT CONVERSION OF MVM PARVOVIRUS SINGLE-STRANDED-DNA TO ITS REPLICATIVE FORM BY A PURIFIED 10-S SPECIES OF MOUSE DNA POLYMERASE-ALPHA","FAUST, EA; GLOOR, G; MACINTYRE, MF; NAGY, R","","","","BIOCHIMICA ET BIOPHYSICA ACTA","1984","1984","781","3","","","","216","224","","10.1016/0167-4781(84)90086-1","","","17","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","5","1","2","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"TRANSPOSITION OF BACTERIOPHAGE-MU DNA - EXPRESSION OF THE A-PROTEIN AND B-PROTEIN FROM LAMBDA-PL AND ANALYSIS OF INFECTING MU-DNA","CHACONAS, G; GLOOR, G; MILLER, JL; KENNEDY, DL; GIDDENS, EB; NAGAINIS, CR","","","","COLD SPRING HARBOR SYMPOSIA ON QUANTITATIVE BIOLOGY","1984","1984","49","","","","","279","284","","10.1101/SQB.1984.049.01.033                                                     ","","","17","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","1","0","0","0","2","1","0","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","1","0","1","0","0","0","0"
"Solution NMR structure and X-ray absorption analysis of the C-terminal zinc-binding domain of the SecA ATPase","Dempsey, BR; Wrona, M; Moulin, JM; Gloor, GB; Jalilehvand, F; Lajoie, G; Shaw, GS; Shilton, BH","","","","BIOCHEMISTRY","JUL 27 2004","2004","43","29","","","","9361","9371","","10.1021/bi0493057","","","16","1.14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","4","1","0","1","0","2","0","0","2","0","2","0"
"Efficient gap repair in Drosophila melanogaster requires a maximum of 31 nucleotides of homologous sequence at the searching ends","Keeler, KJ; Gloor, GB","","","","MOLECULAR AND CELLULAR BIOLOGY","FEB 1997","1997","17","2","","","","627","634","","10.1128/MCB.17.2.627                                                            ","","","16","0.76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","3","3","0","3","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"The Microbiota of Breast Tissue and Its Association with Breast Cancer","Urbaniak, Camilla; Gloor, Gregory B.; Brackstone, Muriel; Scott, Leslie; Tangney, Mark; Reid, Gregor","","","","APPLIED AND ENVIRONMENTAL MICROBIOLOGY","AUG 2016","2016","82","16","","","","5039","5048","","10.1128/AEM.01235-16","","","15","7.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","13","0"
"A multi-platform metabolomics approach identifies highly specific biomarkers of bacterial diversity in the vagina of pregnant and non-pregnant women","McMillan, Amy; Rulisa, Stephen; Sumarah, Mark; Macklaim, Jean M.; Renaud, Justin; Bisanz, Jordan E.; Gloor, Gregory B.; Reid, Gregor","","","","SCIENTIFIC REPORTS","SEP 21 2015","2015","5","","","","","","","14174","10.1038/srep14174","","","15","5.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","10","0"
"Identifying and Seeing beyond Multiple Sequence Alignment Errors Using Intra-Molecular Protein Covariation","Dickson, Russell J.; Wahl, Lindi M.; Fernandes, Andrew D.; Gloor, Gregory B.","","","","PLOS ONE","JUN 28 2010","2010","5","6","","","","","","e11082","10.1371/journal.pone.0011082","","","15","1.88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","3","4","3","0","0","0"
"Systematic investigation of hierarchical phosphorylation by protein kinase CK2","St-Denis, Nicole; Gabriel, Michelle; Turowec, Jacob P.; Gloor, Gregory B.; Li, Shawn S. -C.; Gingras, Anne-Claude; Litchfield, David W.","","","","JOURNAL OF PROTEOMICS","APR 6 2015","2015","118","","","","SI","49","62","","10.1016/j.jprot.2014.10.020","","","14","4.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","7","0"
"Exploring a Road Map to Counter Misconceptions About the Cervicovaginal Microbiome and Disease","Macklaim, Jean M.; Cohen, Craig R.; Donders, Gilbert; Gloor, Gregory B.; Hill, Janet E.; Parham, Groesbeck P.; Ravel, Jacques; Spear, Gregory; van de Wijgert, Janneke; Reid, Gregor","","","","REPRODUCTIVE SCIENCES","NOV 2012","2012","19","11","","","","1154","1162","","10.1177/1933719112446075","","","14","2.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","4","1","2","0"
"Mutual information is critically dependent on prior assumptions: would the correct estimate of mutual information please identify itself?","Fernandes, Andrew D.; Gloor, Gregory B.","","","","BIOINFORMATICS","MAY 1 2010","2010","26","9","","","","1135","1139","","10.1093/bioinformatics/btq111","","","14","1.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","3","1","2","2","0","1","0"
"Microbial composition analysis of Clostridium difficile infections in an ulcerative colitis patient treated with multiple fecal microbiota transplantations","Brace, Chantalle; Gloor, Gregory B.; Ropeleski, Mark; Allen-Vercoe, Emma; Petrof, Elaine O.","","","","JOURNAL OF CROHNS & COLITIS","SEP 1 2014","2014","8","9","","","","1133","1137","","10.1016/j.crohns.2014.01.020","","","13","3.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","3","0"
"A Systems Biology Approach Investigating the Effect of Probiotics on the Vaginal Microbiome and Host Responses in a Double Blind, Placebo-Controlled Clinical Trial of Post-Menopausal Women","Bisanz, Jordan E.; Seney, Shannon; McMillan, Amy; Vongsa, Rebecca; Koenig, David; Wong, LungFai; Dvoracek, Barbara; Gloor, Gregory B.; Sumarah, Mark; Ford, Brenda; Herman, Dorli; Burton, Jeremy P.; Reid, Gregor","","","","PLOS ONE","AUG 15 2014","2014","9","8","","","","","","e104511","10.1371/journal.pone.0104511","","","13","3.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","5","0"
"Using DNA to solve the Bounded Post Correspondence Problem","Kari, L; Gloor, G; Yu, S","","","","THEORETICAL COMPUTER SCIENCE","JAN 28 2000","2000","231","2","","","","193","203","","10.1016/S0304-3975(99)00100-0                                                   ","2nd International Colloquium on Universal Machines and Computations (MCU 98)","MAR 23-27, 1998","13","0.72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","3","1","1","0","0","0","0","0","1","0","0","0","1","1","2","0"
"Expression of single chain antibodies (ScFvs) for c-myc oncoprotein in recombinant Escherichia coli membranes by using the ice-nucleation protein of Pseudomonas syringae","Bassi, AS; Ding, DN; Gloor, GB; Margaritis, A","","","","BIOTECHNOLOGY PROGRESS","JUL-AUG 2000","2000","16","4","","","","557","563","","10.1021/bp000053k","","","12","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2","1","0","0","1","0","0","0","2","1","0","1","0","2","0"
"Administration of defined microbiota is protective in a murine Salmonella infection model","Martz, Sarah-Lynn E.; McDonald, Julie A. K.; Sun, Jun; Zhang, Yong-guo; Gloor, Gregory B.; Noordhof, Curtis; He, Shu-Mei; Gerbaba, Teklu K.; Blennerhassett, Michael; Hurlbut, David J.; Allen-Vercoe, Emma; Claud, Erika C.; Petrof, Elaine O.","","","","SCIENTIFIC REPORTS","NOV 4 2015","2015","5","","","","","","","16094","10.1038/srep16094","","","11","3.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","8","0"
"Subinhibitory Antibiotic Therapy Alters Recurrent Urinary Tract Infection Pathogenesis through Modulation of Bacterial Virulence and Host Immunity","Goneau, Lee W.; Hannan, Thomas J.; MacPhee, Roderick A.; Schwartz, Drew J.; Macklaim, Jean M.; Gloor, Gregory B.; Razvi, Hassan; Reid, Gregor; Hultgren, Scott J.; Burton, Jeremy P.","","","","MBIO","MAR-APR 2015","2015","6","2","","","","","","e00356-15","10.1128/mBio.00356-15","","","11","3.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","4","0"
